"movie"	"profane"	"word"	"minutes_in"	"year"
"Reservoir Dogs"	TRUE	"fucking"	95.33	1992
"Reservoir Dogs"	TRUE	"fucking"	95.33	1992
"Reservoir Dogs"	FALSE	NA	95.4	1992
"Reservoir Dogs"	FALSE	NA	95.4	1992
"Pulp Fiction"	TRUE	"shit"	0.52	1994
"Pulp Fiction"	TRUE	"fucking"	0.82	1994
"Pulp Fiction"	TRUE	"fuck"	1.37	1994
"Pulp Fiction"	TRUE	"fucking"	1.62	1994
"Pulp Fiction"	TRUE	"fucking"	1.73	1994
"Pulp Fiction"	TRUE	"fucking"	1.77	1994
"Pulp Fiction"	TRUE	"fucking"	2.18	1994
"Pulp Fiction"	TRUE	"fuck"	2.22	1994
"Pulp Fiction"	TRUE	"gook"	2.28	1994
"Pulp Fiction"	TRUE	"fuckers"	2.28	1994
"Pulp Fiction"	TRUE	"gooks"	2.42	1994
"Pulp Fiction"	TRUE	"fucking"	2.45	1994
"Pulp Fiction"	TRUE	"fucking"	2.47	1994
"Pulp Fiction"	TRUE	"fucking"	2.53	1994
"Pulp Fiction"	TRUE	"fuck"	2.6	1994
"Pulp Fiction"	TRUE	"fuck"	3.52	1994
"Pulp Fiction"	TRUE	"fucking"	3.58	1994
"Pulp Fiction"	TRUE	"wetback"	3.67	1994
"Pulp Fiction"	TRUE	"fuck"	3.7	1994
"Pulp Fiction"	TRUE	"fucking"	4.68	1994
"Pulp Fiction"	TRUE	"motherfucking"	4.75	1994
"Pulp Fiction"	TRUE	"fucking"	7.7	1994
"Pulp Fiction"	TRUE	"shit"	7.87	1994
"Pulp Fiction"	TRUE	"fuck"	8.25	1994
"Pulp Fiction"	TRUE	"goddamn"	8.67	1994
"Pulp Fiction"	TRUE	"fucking"	8.72	1994
"Pulp Fiction"	TRUE	"shit"	8.72	1994
"Pulp Fiction"	TRUE	"fucking"	9.1	1994
"Pulp Fiction"	TRUE	"n-word"	10.08	1994
"Pulp Fiction"	TRUE	"fucked"	10.17	1994
"Pulp Fiction"	TRUE	"fuck"	10.4	1994
"Pulp Fiction"	TRUE	"ass"	10.73	1994
"Pulp Fiction"	TRUE	"n-word"	10.75	1994
"Pulp Fiction"	TRUE	"n-word"	10.85	1994
"Pulp Fiction"	TRUE	"damn"	10.98	1994
